Symbol,Close Sentence,Distance
에스프레소,아이스 아메리카노요,0.23037650431268275
에스프레소,에스프레소 더블 샷입니다,0.2450749171880613
에스프레소,여깄습니다,0.25132015681622977
문어,김치찌개,0.2223124073727265
문어,조개 새우요,0.23671506744700377
문어,오징어요,0.24584205673641968
문어,오징어 홍합이요,0.2582034788747667
문어,초새우,0.26767126563538424
46,45,0.10687235993019462
46,35,0.18281479654738564
46,35,0.18281479654738564
46,32,0.2158443173124811
46,265,0.23883865288449968
계산대,여기 계산예,0.2455020418031244
계산대,현금 계산이요,0.2860428679012057
계산대,계산이요,0.28658950751271184
계산대,계산이요,0.2865895206053697
계산대,계산이요,0.2865895567774095
낙산공원,월곡,0.26272955155603817
낙산공원,상원,0.313433667147908
낙산공원,여기 선남초등학교,0.3172539149033733
낙산공원,화정중,0.3189178732107294
낙산공원,설악산이요,0.32504669799755215
타블렛pc,전자피아노,0.22844025036568394
타블렛pc,인크레더블이요,0.23620269685570938
타블렛pc,슬링백이요,0.24338651276437184
타블렛pc,포켓볼이요,0.2592758250325242
타블렛pc,엠사이즈요,0.27158615372431716
중립,남자,0.2194479947136888
중립,남자,0.21944799770083168
중립,남자,0.21944802406640007
중립,남자 애요,0.2634175831341026
중립,여자,0.26921789174124444
급식판,반코트요,0.2635522282957763
급식판,포켓볼이요,0.276963810121021
급식판,투룸이요,0.27883239188942
급식판,뷔페?,0.28089921408065677
급식판,분청,0.2860821082041438
놓아주세요,아니요 버려주세요,0.19827376417363562
놓아주세요,아니요 버려주세요,0.19827376417363562
놓아주세요,잘라주세요,0.21535974749384668
놓아주세요,아니오 버려주세요,0.21729075608936133
놓아주세요,그냥 버려주세요,0.22534809289889912
남청색,감색이요,0.2238779045107957
남청색,감색하고 와인색이요,0.23430621572999644
남청색,모직바지예,0.23580019621152726
남청색,쥐색입니다,0.24319847849808873
남청색,초새우,0.24966063942096595
페이스북,여깄습니다,0.2761285723378154
페이스북,여깄습니다,0.2761285723378154
페이스북,여깄습니다,0.2761286139637935
페이스북,숄더백입니다,0.2761286365452251
페이스북,초등학생,0.29327517094615674
쫒아오다,여깄습니다,2.5224267119483557e-13
쫒아오다,숄더백입니다,2.9887203822909214e-13
쫒아오다,여깄습니다,3.5060843117662444e-13
쫒아오다,여깄습니다,3.5060843117662444e-13
쫒아오다,네 여깄습니다,0.14083164208506616
경찰서에신고해주세요,계좌불러주세요,0.2277374155828258
경찰서에신고해주세요,번호불러주세요,0.23330631941268232
경찰서에신고해주세요,결재해주세요,0.24899754944870933
경찰서에신고해주세요,서류작성해주세요,0.2530168302690786
경찰서에신고해주세요,계약서 작성해주세요,0.25576541475667924
졸업증명서발급해주세요,인감증명서랑 신분증 준비해주세요,0.18335621051388684
졸업증명서발급해주세요,서류작성해주세요,0.18349779565911772
졸업증명서발급해주세요,현금영수증해주세요,0.20553207117072692
졸업증명서발급해주세요,현금영수증해주세요,0.20553215277647063
졸업증명서발급해주세요,현금영수증 발급해주세요,0.209318881788229
피검사,분청,0.2946922412577526
피검사,내외점요 ,0.3058893286877413
피검사,남자애,0.3066435025790236
피검사,피망이요?,0.3229544352991245
피검사,쥐색입니다,0.32733463206351265
대머리,남자 애요,0.2599305397512195
대머리,남자,0.26057359122751866
대머리,남자,0.26057361556353786
대머리,남자,0.2605736574476786
대머리,남자애,0.27588291408097865
휴식장소,펜션부지요,0.35611802726444886
휴식장소,사무실 용도요,0.39862205819772933
휴식장소,꽃집이요,0.40137941578545844
휴식장소,라벤더 방입니다,0.4014823600077657
휴식장소,내외점요 ,0.4023598908404584
스쿨존(어린이보호구역),"네, 흡연실 외는 금역구역입니다",0.4012070492299096
스쿨존(어린이보호구역),네 흡연구역 있습니다,0.4240761202976394
스쿨존(어린이보호구역),여기 선남초등학교,0.4279229649975047
스쿨존(어린이보호구역),네 당구장은 금연구역으로 지정되었습니다,0.4295962331449068
스쿨존(어린이보호구역),흡연구역은 따로 있습니다,0.432076786461158
사고,경운,0.27280925871680295
사고,경운,0.2728092738114085
사고,포장 여깄습니다,0.2839089418759464
사고,아,0.288992390617403
사고,반코트요,0.28964815141489
온돌,경운,0.26997000296720786
온돌,경운,0.2699700353361917
온돌,화원,0.28630900705194595
온돌,상원,0.30616250933332245
온돌,곡물,0.3083517208155788
분수,화원,0.24077375782324995
분수,상원,0.268578223652325
분수,경운,0.275516130882985
분수,경운,0.2755161456779862
분수,여자,0.2865176547167856
추리물,전자피아노,0.2531004603485537
추리물,남자애,0.2939764592587186
추리물,제비추리요,0.29841569702293325
추리물,포켓볼이요,0.2987560273742672
추리물,감색이요,0.308907029034753
애견까페,펜션부지요,0.28520169953069596
애견까페,전자피아노,0.2852023125493166
애견까페,볼케이노 치킨 입니다,0.2880084014090818
애견까페,밀양딸기예요,0.2902012681067381
애견까페,포장 여깄습니다,0.2902753824780566
같다,같은 겁니다,0.27623744641558057
같다,똑같습니다,0.2980110645422501
같다,똑같습니다,0.2980110721403728
같다,똑같습니다,0.29801112178297506
같다,"네, 같아요",0.3023609501187866
강풍주의보,네 봄신상입니다,0.45039805116325193
강풍주의보,남동향이에요,0.45180418580624293
강풍주의보,대구일중이요,0.45606556448240543
강풍주의보,월요일입니다,0.4619210965926558
강풍주의보,오션뷰요,0.46807920426080973
산림촌,화원,0.2524264586024084
산림촌,월곡,0.25968556089917816
산림촌,경운,0.2710429785213293
산림촌,경운,0.2710430587404067
산림촌,상원,0.29463862530414575
변호사,남자,0.2721937956728102
변호사,남자,0.2721938006220317
변호사,남자,0.2721938356077921
변호사,여자,0.28319952881959076
변호사,화원,0.30767231253983374
사장님,네 고객님,0.24409733508758813
사장님,네 고객님,0.24409733508758813
사장님,네 고객님,0.24409734124045923
사장님,네 고객님,0.24409735082107398
사장님,소짜요,0.2552260821654838
반팔,반팔 티셔츠요,0.1536145359656691
반팔,반코트요,0.24009014318306687
반팔,모직바지예,0.25206100646597074
반팔,한근 반이요,0.26463045921411643
반팔,팔팔이요,0.26979972379120953
돋보기,전자피아노,0.36448719344499725
돋보기,경운,0.37819936016944544
돋보기,경운,0.3781993849926123
돋보기,분청,0.3800369658200653
돋보기,초등학생,0.39127150958390633
파티용모자,모직바지예,0.23031823078337466
파티용모자,앵클부츠요,0.24090022831097002
파티용모자,반코트요,0.26499166708855904
파티용모자,슬링백이요,0.26913955274673396
파티용모자,반팔 티셔츠요,0.2797623899201469
등대,화원,0.22606573589573253
등대,상원,0.2517219794997947
등대,경운,0.2810957791020411
등대,경운,0.2810957891798105
등대,초등학생,0.28247167324468403
3분의2,3시간이요,0.3156235230864475
3분의2,3시간이요,0.3156235230864475
3분의2,3시간이요,0.31562354441481055
3분의2,3개요,0.33040044432208227
3분의2,2시간이요,0.331515151274522
성장해요,오래가요,0.19188120032959755
성장해요,필요해요,0.20462644878446845
성장해요,말씀하세요,0.21957214689339732
성장해요,예뻐요,0.22217587652394033
성장해요,따뜻하게요,0.2324125520683964
activity,5살,0.40476322044686786
activity,초등학생,0.4184972713074152
activity,#이름#,0.4226200228499106
activity,#이름#,0.4226200304898057
activity,#이름#,0.4226200446910193
콩나물무침,콩나물국이요,0.18041429367686157
콩나물무침,김치찌개,0.20092215491806376
콩나물무침,콩나물국 뭇국 있어요,0.2055280592553368
콩나물무침,뭇국하고 고추무침 장조림 주세요,0.21191015839778782
콩나물무침,연어초밥요,0.2297581270305722
부딪혀,경운,0.21277188749455966
부딪혀,경운,0.21277190720682593
부딪혀,상원,0.2554011322177372
부딪혀,여깄습니다,0.27003763292218397
부딪혀,여깄습니다,0.270037634990139
벼룩,경운,0.1438099331777547
벼룩,경운,0.14380994787322465
벼룩,상원,0.21592330722388975
벼룩,여깄습니다,0.22901082915518023
벼룩,여깄습니다,0.22901082915518023
학예회,전자피아노,0.27066752472551114
학예회,사월말,0.30572931654101076
학예회,분청,0.307198763209924
학예회,화원,0.3264666527691338
학예회,1학년이요,0.33145605484132723
짐내려주세요,빨리주세요,0.148057309854005
짐내려주세요,결재해주세요,0.16932399963054579
짐내려주세요,영수증 버려주세요,0.1824445672380589
짐내려주세요,영수증 버려주세요,0.1824445672380589
짐내려주세요,체크인해주세요,0.18487054281245152
적황색,감색이요,0.2281932617955491
적황색,감색하고 와인색이요,0.23564734066210102
적황색,쥐색입니다,0.25330482753755756
적황색,이건 수박색?,0.2640848740096806
적황색,자색 고구마입니다,0.27211658520784654
정육면체,불고기이요,0.2843574870280683
정육면체,면이죠,0.2845822014559636
정육면체,소갈비살이에요,0.2857817551913209
정육면체,소갈비살이에요,0.2857817551913209
정육면체,이건 돼지갈비요,0.28835712856974527
출력할래요,계약할게요,0.14531729084665557
출력할래요,계약할게요,0.14531731012903149
출력할래요,결제할게요,0.15208437032483002
출력할래요,계산할게요,0.15843198598499575
출력할래요,계산할게요,0.15843198598499575
청원경찰,분청,0.27372256186766264
청원경찰,상원,0.3210748404563595
청원경찰,초등학생,0.3352972330508651
청원경찰,화정중,0.34342553166130285
청원경찰,달서중이요,0.3506412894264468
받아요,네 받아요,0.1071831194604822
받아요,안 받아요,0.11961866413549727
받아요,안 받아요,0.11961870744173697
받아요,"예, 봉툿값 받아요",0.1513135861265631
받아요,받아서 써요,0.16107811993788623
_코너의-위치가어디예요,여기는 더페이스샵이에요,0.2655546503996232
_코너의-위치가어디예요,#주소#는 남향이에요?,0.26643780200528133
_코너의-위치가어디예요,"아뇨, #주소# 맞은편에 있는거요",0.2716227850985551
_코너의-위치가어디예요,#주소# 길 건너편에 있어요,0.2881972857235505
_코너의-위치가어디예요,#주소# 남향이에요?,0.2906905534808677
피클,김치찌개,0.19177119551772925
피클,곡물,0.27457023369215217
피클,스테이크 소스요,0.27668679004183083
피클,간장소스?,0.2774467806622727
피클,반찬요,0.2800498860220789
떡볶이,김치찌개,0.1341951771985196
떡볶이,돈가스요,0.24170002756038167
떡볶이,만두 서비스요,0.24385831117827717
떡볶이,불고기버거요,0.25539653825355724
떡볶이,연어초밥요,0.258690572145982
음악실,전자피아노,0.24635017374388957
음악실,분청,0.28755901065921363
음악실,사월말,0.2917899543868758
음악실,화원,0.2949060318704535
음악실,치실입니다,0.2963982220028125
체스,여깄습니다,0.19268992923235073
체스,여깄습니다,0.19268992923235073
체스,여깄습니다,0.1926899357909928
체스,숄더백입니다,0.19268998536991244
체스,경운,0.21373674292669897
점심식사,점심 아니면 저녁,0.2601610585819819
점심식사,금요일은 류산슬밥입니다,0.2911886582476413
점심식사,오늘은 제육볶음입니다,0.31410211062520377
점심식사,장어초밥입니다,0.33543361713780206
점심식사,김치볶음밥 주문할게요,0.3425145560565783
메신저,여자,0.2621012113848603
