Symbol
휠체어좌석
다리미
쳐다봐요
스몰
꽃이졌어요
어떻게해요
높이뛰기
그립다
멕시코
곱창
교복-다려-주세요
여름방학
몇학번이세요
이전
만나서반가워요
자두
에어컨-켜주세요
기뻐요
휠체어에앉아먹을수있는테이블이있나요
야구선수
소파
선거일
데워요
커튼
단조
미스터-피자
보호작업장
노선안내판
입모양에
공작새
어떤가수좋아해요
수학익힘
논개
구두
유화
일차방정식
디스크조각모음
자리어디예요
원인
이어폰
명탐정코난
뒤집어요
태국THB
현관
탁재훈
이달의추천도서
의문
양지머리
등받이세워주세요
생각해볼게요시간이필요해요
작은엄마
유기
청소기
빈자리있어요
내일-또-봐요
개샴푸
결근해요
잘래요
할리갈리
입맞춤당하다
씻어요
나누다
예방주사
펀치
남탕
마음에드는곳이없습니다
동의해
영등포구발달장애인평생교육센터
다른거해요
답장을써요
편입시험보려고휴학해요
자가격리
소방차
육상경기
수동변속기
업로드
남자3
가방부쳐요
리락쿠마
우울증
도서대출증
둘러봐요
하키
안맵게해주세요
햇살
마트에서-재료를-사야해요
미디어
설날
까마귀
도와주세요
호적등본
디자이너
내여자친구는_입니다
참치
시인
불러오기
이직하려면어떻게해야하나요
생선까스
그림파일
더많이
닦아주세요
점심-드셨어요
외동아들
갈비뼈
공연
콩
어색하다
가해차량
안전벨트밀어넣어주세요
플라스틱
전화번호
갈매기
트렁크
남자친구
마스크때문에귀가아프다
호박색
평화를빕니다
샐러드바
섬
사랑니
장학금
실례합니다
마약
잘익혀먹어요
외야수(야구)
전입신고
블루베리
보석
어머니
민망하다
점화하다
찾아요
롯데마트
거울
광개토대왕
창던지기
애틋하다
감기-조심하세요
내부
이쪽으로-앉으세요
의사소통상대자
딸랑이
상담예약을어떻게하나요
기말고사
김포국제공항
예수님이름으로기도드립니다
페밀리마트
신고서
남자성인_민호
저는-말하는데-어려움이-있어요
마술사
어떤부서소속입니까
또듣고싶어요
알려주세요
술
단체
산소
얻다
AS센터어디있어요
저는00을전공해요
웨딩드레스
갈래요
벌려요
연기
마요네즈
밥그릇
수행
결혼식
수화물보관증
네
신정환
화재경보기
장소_급식실
데이터
원숭이
노래하다
과자
머리감을래요
AS센터는몇층인가요
남아메리카
주차풋브레이크레버
아이스크림
과목
둘러싸인
모래놀이
뜨게질
어버이날
파워포인트
퇴근(해요)
어두워요
능력
파래
그대로-주세요
칠판지우개
생일축하해
만나요
39
충전해주세요
사다
좋아요
수저
싱싱해요
타는곳
밥솥
영국
하품
닭갈비
지구과학
도서관에자리없어요
휴직
굵어요
부처님께-절을-올려요
요요
size
체온계
세수
한곡반복재생
감
올림픽
중앙
고무장화
다이어트
왕
빨래를삶아요
편지
무선키보드
마스크쓰다
퇴근시간
다른거주세요
법과사회
메뉴판
솜씨가-좋네요
나무블록
장소_영화관
우리가족
변속레버가움직이지않아요
썬크림
작곡가
국물
두근거린다
빨리가주세요
발급해주세요
감아요
일반쓰레기
공유
자가용
이가시려요
조권
휴식
이상한소리가나요
회의
김유신
결석했어요
외할아버지
고의
빵
서운하다
수영-배우고-싶어요
소주
국가인권위원회
포장해주세요
시끄러워요
코팅해주세요
나는_가수좋아해요
이걸로주세요
오른쪽방향지시기
한달에 한번
상품권
창문열어주세요
아래로
가격
군대
그만해도될까요
공개수업
안심(소)
팔
살구
수정펜
잘-익혀-먹어요
31
선택해요
내가좋아하는음식은00에요
자위-남
카페라떼
토스트
얼룩소
샤워하다
신부
"이,이빨"
노래방
막차
찍을래요
이메일주소는뭐예요
운전해요
고속버스우등
기차놀이
땄어요
틀어요
스트레이트파마
카트라이더
영수증
기도회
엔진이과열이에요
쓰레기봉투
경력이00년됩니다
주식
다섯
댄스음악
깜박이등
볶아주세요
모르는 사람
피임
왜-안되나요
무선조정하는장난감
가주세요
돼지저금통
쥐색
버스기다려요
어항
만세
메뉴판알려주세요
반달곰
종교
번개
병따개
힘
입구
마라톤
고무
윈도우xp
얼음물
진통제
마음에-들어요
변하다
모델
다트
가구
개구리
한정식-집
이미지
숨이가빠요
(나무를)-베어요
작은사이즈로주세요
여기있어요
전에2
생강
웨딩촬영
안돼
(꽃이)-시들었어요
찜질방
저는이도구를사용해서대화해요
선장
캐릭터
PDF파일
밥반찬
과일
다쳤어요
쓰레기수거해요
맬래요
영화DVD사주세요
나는_살이에요
네이트온
휠체어리프트있는버스가필요해요
낯설어요
금성
편리해요
약좀꺼내주세요
하나둘셋
송곳
해물잡탕
여성장애인을위한가사도우미를지원받을수있나요
한의원
분야
부정
성경
패딩코트
빨간불이켜졌어요
답답해요
소변기
치과
팔다
병원-가는-날
생일파티
출발시간
운동장
3
할인돼요
김원희
고추장넣어요
인감증명발급신청하고싶습니다
외동딸
지퍼를올려요
이회사는장애인기숙사가있나요
생일축하해요
손톱
지역사회
종업식
자동
에프터스쿨
출금
광복절
처음으로
무면허운전
복숭아
자격증이꼭있어야하나요
주지스님
주의해주세요
우렁이
눌러주세요
부서이름이무엇입니까
탔어요
움직여요
부서
영등포장애인복지관
저거사주세요
스펀지밥
산호
염소
식기
우주인
코로나
(할아버지-또는-할머니)-돌아가셨어요
건강하세요
화장
준비물
애견미용사
말려요
시간이더필요해요
얼음빼주세요
앉아
석기시대
성부성자성령
주름
케이블카
긴장돼요
운동pt
합창단
보드게임
메스꺼워요
식어요
꽃게
파도가-높아요
아빠-닮았어요
지갑을-잃어버렸어요
이거먹을래요
66(사이즈)
안약
졸업장
출장가요
호떡
약먹을시간이에요
장애인채용공고가났나요
무거워요
셀나누기
성경공부하고싶어요
신봉선
이를뽑아요
(나무를)-가꿔요
발가락
영문증명서가필요해요
신발주머니
재다
턱받이
세계
피해요
엑셀
김제동
마음
여의도봄꽃축제
오류
장애인의료비지원은어떻게신청합니까
힘들다
나는00살이에요
5
수건-주세요
국도
눈물
정비기사
잠금
마가린
제연락처입니다
인터넷쇼핑
낡았어요
읽어요
양
가정의학과
메뉴알려주세요
카드
쉴래요
치통
저를무시해요
월간도서
홍어
개목걸이
제2외국어영역
창고
도망쳐요
과제제출했어요
여자성인_미나
리프트
대답하고싶지않아요
야광띠둘러요
기중기
서양화
타이어
포도잼
나는_노래좋아해요
저는휠체어를사용합니다
쟁반
스트레스
베트남쌀국수
수강신청
몇시에끝나요
수동휠체어
독
실밥제거
약국
옳아요
잠바
쌀
밤나무
바텐더
건강보험요양비를청구하고싶습니다
세례명이-뭐예요
세관
호흡
시작메뉴
꺼
연장근무
체크카드
옷다려주세요
5분
타이어체인
무슨부서입니까
준비할까요
제주국제공항
경도
혼란스럽다
눌러요
출석불렀어요
외부
통장
퇴사퇴직
어선
낮은
어른
계속해요
긴급어
운동장에나갈래요
윤리
열
가면
샴푸
문화센터
검사
생리휴가
열쇠를-잃어버렸어요
핸들
마음에-드세요
진짜
생활용품
이번-달
교생실습언제나가요
몇번해요
봉투
코알라
목성
날씨
건전지AAA사이즈
성형외과
윷놀이
입학금
새둥지
붓꽃
식물원
헤드스틱
이따가
오랑우탄
겁주다
등록금납입증명서발급해주세요
약물금지
직통
이등
재방송
뽑아요
쓰레기실어요
도미노-피자
담배
트럭
손가락(검지)
공탁
박해일
가까운약국어디예요
어학
새로운
게
옛날에
알콜램프
무대
이웃
냉면
추워요
정사면체
성도
국민연금의장애연금지급신청하러왔는데요
실
자석
부수다
이탈리아
피라미
계산기
따뜻하게데워주세요
선수
인천1호선
미세먼지(황사)
친척
고장나다
CCM
예식장
수채화
내려요
스승의날
미용실놀이
돈
식빵
재량휴업일
네스퀵
다운로드할래요
사람
씻을래요
기압
하나더
빵집
어디살아요
무형문화재
참으세요
마당
틀니
티아라
지시
요리해
입원
명절
즐거워요
서랍
수고하세요
서있을래요
아동물
조금-아파요
억압하다
자외선
반응
욕설
롤러코스터
크리스마스트리
표사는곳
코코아
아가
미끄럼틀타요
은행
여탕
공장장님은외출하셨습니까
얼마나오래걸려요
동반석
아디다스
과사무실전화번호알려주세요
63
더럽다
운전면허증
시동
비뇨기과
배달
해열제
시멘트색
SC제일은행
어제뭐했어
가죽점퍼
말
박쥐
보라색
소중해요
상담예약을하지않았습니다
중국
수첩
외출
들리다
오렌지쥬스
일본JPY
리듬체조선수
동대문
떡
한솥도시락
웃겨요
번호표-어디서-뽑아요
시험시간연장이필요합니다
신청
빙어
소장
성수기라-표가-없어요
영수증이-필요해요
닫아요
미사시간
하드디스크
단속중
꼭대기
환승역
독서논술대회
오래달리기
골프
차량개조비용얼마입니까
묶어요
사직서제출하겠습니다
발렌타인데이
쇼핑하기
64
무릎
어떻게써요
캐나다
수업시간
포워드(농구)
야유회
김치볶음밥
키스
흩어져요
탕수육
오리고기
만들어요
손바닥
달려요
이경규
좁아요
올리브유
깨물어요
창고는어디입니까
발
차가운-물(냉수)
국사
사람들
환승역어디에요
공기
머리-감겨-주세요
턱수염
동생
빨강
터뜨려요
빨래바구니
프로그램
침구
미투데이
평일
작품
아이엠그라운드
찬양(찬송가)
운전을배우고싶은데어떻게해야하나요
결제
금
퇴사하려고합니다
브레이크
샤프심
지우개로지워요
배변판
봄방학
관창
개교기념일
형제님
전원버튼이안눌러져요
경험
찾아주세요
선물포장해주세요
어떤프로그램이있어요
양호실에갈래요
변기
손해
전도사님
온도계
손가락(중지)
한의사
휴대폰로밍
북아메리카
좁다
빙고
집안
화재 경보기
청년남자
형
해먹
위험
여기가00과목강의실맞나요
외식
저기요
나루토
청년부
짝꿍
영양제
몸이안좋아서휴학하려고해요
어제_영문
가로
관광버스
어디서일하세요
철갑상어
줄어들어요
마려워요
꽹과리
성악가
정형돈
더하자
너구리
음식물쓰레기따로분리해요
이름표
시험공부
어느차량에적재합니까
가인
분지
카네이션
행복추구권
시집
배영(수영)
61
우비
지우개
폐고철분류해요
고슴도치
혼자있고싶어요
아프리카
언제시작해요
5만원어치-넣어주세요
목욕놀이장난감
초코바
마술
기구
한강유람선
폐렴
보건센터
팩스보내주세요
괜찮아요
불교
도서
목살
칠판
스키점프
접어주세요
김병만
살펴봐요
사슴벌레
호빵
장애인차별금지법2
큰일났어요
배용준
에어컨
공구상자
조종사
대기실
학교다녀오겠습니다
EBS
고현정
상해요
숨어요
베틀로옷감을짜요
학대했어요
4층
임플란트
학급도우미선생님
국회
변리사
결혼
살충제
이야기
개강이언제예요
공사대금
안전모
손가락(중지
물가
꿩고기
상대방이신호를지키지않았어요
장소_카페
돌맹이
재학증명서발급해주세요
40
흥부와놀부
예불
지름
영양제(개)
어떤거예요
결근(해요)
품질
숟가락
음료수-한잔-드시지요
youtube
심리적학대
경찰불러주세요
우산가방에넣어주세요
버스
수영복
몇관이예요
귀뚜라미
혼나요
포유류
유치원
사자
장화신은고양이
꿀
노인
수리
주먹
중년남자
저장하기
딸기주스
우럭
한글프로그램
아시아나
차장
부족해요
채혈
무슨일을하세요
비서
연구실
입어요
불편해요
뒤
얼마예요
신발-신겨주세요
원효대사
아이스티
무궁화
상상화
로그아웃
묵주
서다
그림
신분증
헹궈주세요
표고버섯
컴퓨터게임
기다려주세요
맷돌
심슨
주민등록초본
무지개
주보
티스푼
파도
어떻게생각하세요
비트맵
주니버
달아나요
솜사탕
실행
업그레이드
독감주사놔주세요
이가-시려요
참선해요
살구색
선택
수녀
분위기
아쉽다
농업
1000
과제다했니
변환
조랑말
수치스럽다
망고
마스크바꿔주세요
꽈배기
자몽
톨게이트
정용화
출장은며칠동안가시나요
명찰
이혼
스케쥴
점원
실내화
100
야영해요
사다리
현금영수증
구토
영구치
함수
생일케이크
지렁이
한석봉
비어있다
스키배우고싶어요
빠져요
콘아이스크림
신발끈하나더주세요
홍시
배달돼요
엄마
대중가요
연필주세요
압축풀기
뻗어요
정규직입니까
전에
불만없어요
테이블주변에의자치워주세요
안마실래요
가까워요
키우다
마을버스
공구함
법무사
옷
단단해요
결혼식사회부탁드립니다
제고향은00입니다-00에가보셨어요
올려요
기생충
타주세요
핫소스
이상
손톱깎다
검정
잠시만기다려주세요
제본해주세요
가전제품
부대
왜냐하면
젓가락
방향지시등
누가때렸어요
어디있어요
순두부찌개
91
발레리나
칼국수
S극
위협하다
안전
춤춰요
보건관리센터는어디에있어요
근처
얼음주머니
붓
장애인콜택시
경의선
환전소
맑아요
장소_편의점
편의시설
커플링
한개
졸려요
두부
눈이-내려요
월
1차함수
밖에
몸무게
부반장
앞머리잘라주세요
담임선생님
냄비받침
누울래요
메모
빨라요
더주세요
이퇴계
자판기
깡통따개
된장-주세요
이차함수
악기놀이
뻐꾸기
장어
저거보고싶어요
막막하다
국수
허들
조선
하나은행
48
장수하늘소
MP3듣고싶어요
말라요
아이디어
잠자리
할아버지
우리은행
해외에-가요
쑤셔요
인터넷뱅킹신청할래요
린스
장애인운전보조장치가있는차량있나요
습관
모자라요
MP3
다음-달
행주
74
포도주
다른색은없어요
심란하다
버스를-놓쳤어요
따요
휴지
네모
물건좀집어주세요
과제제출언제까지예요
체육관
농촌
조미료
만약에
비밀번호를잊어버렸어요
센티미터
고구마
딱딱해요
엔진
곡물을갈아요
마취
본선
부회장
없어요
고속도로휴게소에서쉬어가요
키위
성시경
유럽
고민
유산
테이프
장애인할인카드발급
선유도
AAC기기가부서지다
폐백
의사선생님
인쇄미리보기
눕다
만지다
더덕
왜
가야금
이거-뭐예요
가습기틀어주세요
MP3파일
무겁다
하느님
생산
꿈꿔요
119불러주세요
하고싶지않아요
장소
어린이날
회사창립기념일에는쉬나요
자동차등록증
방법
휴식시간
아구몬
루지
장애인운전교육받고싶어요
주말
32
피부관리사
봉선화
내이름은_에요
따주세요
맥주
여권발급
xs
고소영
양식
복지카드발급
그리고
몸
덜익었어요
매운탕
불만스럽다
대형
언제일어났나요
76
시어머니
종이류분류해요
홍학
침실
삼각함수
인터넷
요즘-몸이-안-좋아요
찔렸어요
4분의1
우주
도롱이
건전지
찔레꽃
같이
뚜껑을닫아요
페인트
쌈장
뿌려요
클러치
10월
원해요
소포상자
노년여자
도시
휴가-잘보내요
기쁘다
낚시
자주가는장소(역명)
멜론색
방치하다
죄책감
어디서-기다려요
시험관
행복해요
확인해보겠습니다
심리치료실
노홍철
아들
수족관
얼마나감정
헤드폰
과학
뿌리
99
다듬잇돌과다듬이방망이
철기시대
다풀어주세요
공책
성가
발열체크
문자대화
식기세척기
CD
재택근무
연
목욕탕
설렌다
대표
그네타요
철봉에매달려요
가져오다
인터넷예매
다른-가게에-가봐요
증상
나사
그거
호기심
먹
모자
재채기
질투난다
거북선
근조화환-보내요
베개대주세요
외할머니
블로그
한과
칫솔
부모님방
자동차보험
사서보조
무빙워크
왕자
손호영
교재
합장
(꽃을)-가꿔요
하나님(하느님)감사합니다
신라
그림자
아껴요
해님
난초
천사
개
여기는-처음이에요
외래(진찰)
주스
나눠가져
자격증
슈퍼마트
의문사_언제
문제생기면전화해도될까요
뮤직비디오
역할
삼촌
뛰다
등심(소)
갈아주세요
관장
토마토색
레인부츠
상투
베이지색
치료받아요
컴퓨터서적
맛이이상해요
전화예약
십계명
묶다(신발끈을)
43
저지방우유
물고기
00아세요
다끝났나요
열기
미술가
직무교육받아야돼요
감자
사도신경
휴대폰
여자2
신발끈을묶어주세요
안전벨트
대기순서
잘먹었습니다
네비게이션
비키니수영복
꽃-한송이-샀어요
사이좋아요
1호선
색칠해요
가래떡
가마
미끄럼틀-타요
초등학교
마늘
성기_남자
넣어요
떠주세요
기관사
권리
터널
물
레고블록
묶다(몸을)
꽃을가꿔요
둘째
종량제봉투주세요
모르다(아니오)
인도
저대신전화를걸어주시겠어요
자매
로션
캠코더
졸업-축하해요
휴가
꺼내주세요
맞춤법
스노우타이어
팔보채
크다
언니2
범인
한국산업은행
차출발해요
누르다
수컷
더볼래요
딸
어디서만날까요
푸드코드갈래요
살살해주세요
망가졌어요
비행기환승
쌈싸요
귤
엘리베이터까지데려다주세요
흔적
핀셋
싱거워요
풀칠을해요
태권도
마차
장애인운전보조장치
상자
돌려요
걸어가요
시아버지
구운계란
대사
처음에
빗을래요
무료로빌려줘요
리니지
내가하려던말이아니예요
입다(하의를)
수수료
넓이
개그맨
닦을래요
기자
프랑스
새
견학가고싶어요
우리_에살아요
머리빗다
묵언수행
외국인근로자
쳐주세요
열쇠
식도
문제-풀어요
컴퓨터과학자
배추
습도
같이해요
예약해주세요
나한테도-알려줘요
로봇
지방도로
4월
사찰
효과적이에요
학대
나는_반이에요
나비
야구방망이
생일카드
초장
안창호
바나나우유
푸드코트
설치해요
인감도장
조정
묶어주세요
많다 2
사회복지사
손가락(엄지)
스크린도어
키즈짱
킬로미터
양념치킨
주사기
조금만
갑자기
운전하다
저는그거하고싶지않아요
제육볶음
누나언니
입모양이
감자깎이
먹다
무시하다
데워주세요
지역주민센터
소나무
빗자루
청국장
집
오늘며칠인가요
헐렁해요
미쳐요
도서관
수구(수영종목)
음악듣다
착해요
해군
미사
내방
스승님의-은혜에-감사합니다
유인나
새벽기도
드물어요
달아요
전화기
양념해주세요
동굴
전동휠체어
이동용변기
백댄서
액자
엠블랙
노년남자
그냥
오늘-점심은-사-먹자
머리를-잘라요
데이터정렬
막차시간은언제인가요
빼요
차창문
뚝섬
외로워요
사이다
또볼래요
누구나와요
지시등
장애인등록신청
버스기사
냈어요
죽
빨래집게
입다(상의를)
안접혀요
내스케쥴
승부차기(축구)
흡연
던지다
이사부
컬링
헌금
월드컵
찾는책이있습니다
음악치료사
만화책
목탁
합의금
새해-복-많이-받으세요
터져요
형사
거부감
나중에할래요
양호실
호루라기
군
독일어
유리
판다
신간도서
연필
응급처치
교실내앞자리배치를희망합니다
손잡이
비행기
성탄
명태
조례
쑥쓰럽다
두더지
현장학습
북두칠성
목말라요
내일뵙겠습니다
넘어가요
하나
미뤄요
지게
zoom
빨리와주세요
톱질하다
성게
야간근무
치킨까스
물감
뜨거워요
학교버스
설거지해요
학부모
식혀요
치즈크러스트
뮤지컬
방과후수업
아빠
포스트잍
콘텍트렌즈
피부
(나무에)-물을-주어요
김신영
상담받고싶어요
월요일
성폭행당했어요
돈은-여기에들어있어요
목욕탕의자
작아요
운동선수
연결되어요
빠른실행도구모음
부엌
찾을래요
_코너의위치가어디예요
저는한국사람이예요
인터넷예약
증가해요
서류
눈사람
수험서
의무
루돌프
발로차요
패스(축구)
가야
작은-사이즈로-주세요
배경음악
사무실
(나무를-)심어요
입술
이를뽑다
풋고추
방귀
드라이어
코너킥(축구)
모습
마시고싶어요
직원연수
복용법
시금치나물
루즈벨트
개학식
가습기
괴롭다
낮
허무하다
여행가려고휴학해요
챙겨요
수건주세요
17
테니스
디자인
엎드려요
정수기
세례
머리받침대
눈이내리다
침낭
뜻밖이다
활
3점슛(농구)
물론
열나요
바꾸다
자동차정비공
김수현
이비인후과
더운날
고모
문자
튼튼해요
미국
추운날
리포터
물다
이름이-뭐예요
축의금어디서내요
그려요
장애인이동목욕신청은어떻게합니까
아파트
장애인용화장실
사장님자리에계시나요
색연필
쫓아요
세금
대변마려워요
본드
익어요
직원
멀어요
단순해요
mpeg파일
수박
국방색
관광가이드
포도주스
갈비찜
위층
엑스레이
눈사람-만들어요
을-보고싶어요
7월_영문
얼마나기다려야하나요
생리대버리다
동작
군인
장애인자동차표지를발급받으러왔습니다
개껌
걱정하지-마세요
휴게실이어디에있나요
방금전에나가셨습니다
안방
펴요
블라인드
우리집주소는00입니다
발견해요
한계
문제풀어요
보행기
그룹
스피드스케이팅
짧다
사다리타기
사회탐구영역
방치
장소_미용실
돌아가요
시소
저는_알레르기가있어요
관공서
최고예요
산부인과
소비
안내책자주세요
장소_노래방
보증금환급기
어디서근무하세요
해리포터
요일
도토리
타이레놀
SHIFT키
비흡연석에앉고싶어요
입
이자가얼마예요
빼앗기다
멜빵바지
변비약
고구마피자
동그라미
남자아이
사업자-등록-증명이-필요합니다
댓글
62
지퍼
아이유
짬뽕
밀었어요
오리
1층
쑥갓
훌라후프
엔진후드
재채기나요
찔러요
야근(해요)
이치아
장로님
상영시간표
자매님
의사
신약
다시말씀해주세요
지금몇시예요
메뉴판주세요
나와요
유명해요
키를재요
무선마우스
초보운전이에요
김희철
이크기로주세요
농담이에요
네차례야
절약해야돼요
보장구
67
대패
경력
길다
단추를-풀어요
풀어요
(나무에)물을-주어요
애완동물
6월
아울렛
만두국
등록해주세요
군만두
큰-사이즈로-주세요
텔레비전
어린이 여자
유통기한이언제까지예요
응
직육면체
언제만나죠
다음달_영문
씁쓸하다
오빠2
울었어요
문제집
24
준비물챙겨주세요
허리띠
머리핀꽂아주세요
수준
기다려요
보내주세요
충전
없다
헬로키티
주민센터사회복지과는어디에있나요
알아맞춰봐
답을알려주세요
살구잼
괄호
요정
타임스퀘어
어려요
태풍
찌개
읽을래요
작년
그만볼래요
익숙해요
미술실
거리
부팅
버튼이안눌러져요
유성펜
과사무실
계약해요
불편하다
나이가몇살이에요
장소_음식점
또할래요
뚫려요
적금들래요
산타클로스
그사람이뭐라고했는지말씀해주세요
잠가요
색상지
프로그램실행해주세요
만나서-반가워요
정리
나의문장
자위여
땅콩
과학실
화나요
점
깨어났어요
짜증나요
커피마시고해요
이건희
불량품이많습니까
해물파전
운송장번호
75
가방
16
금요일
충격
양궁
접수(수납)
닭고기
